episode, reward, success, duration, steps, total_steps, memory length, avg_critic_loss, avg_actor_loss
838, -12152.539208173752, 2, 29.527200887001527, 777, 503765,                                             503765, 15.059060096740723, 209.42996215820312
839, 2370.9481280446053, 1, 4.779931380999187, 124, 503889,                                             503889, 15.440278053283691, 212.87432861328125
840, -3706.9659838676453, 2, 5.123709475003125, 128, 504017,                                             504017, 14.570874214172363, 209.8240509033203
841, 2266.5152052640915, 1, 5.179083357001218, 132, 504149,                                             504149, 15.389378547668457, 211.49639892578125
842, -2851.8377046585083, 2, 5.119933365000179, 131, 504280,                                             504280, 14.414660453796387, 207.16891479492188
843, 2087.7454044520855, 1, 11.812475009999616, 313, 504593,                                             504593, 14.747759819030762, 209.73138427734375
844, -3379.287173271179, 2, 3.773344082997937, 96, 504689,                                             504689, 15.180800437927246, 211.19775390625
845, -2858.184570968151, 3, 13.172133559997746, 350, 505039,                                             505039, 14.753616333007812, 209.84194946289062
846, 2198.2575050890446, 1, 9.588753700998495, 254, 505293,                                             505293, 14.31519603729248, 211.4016571044922
847, -2433.4729882627726, 1, 42.201300333999825, 1123, 506416,                                             506416, 14.816401481628418, 209.06936645507812
848, 689.0031722187996, 1, 14.764386487000593, 384, 506800,                                             506800, 14.612700462341309, 211.42750549316406
849, 1932.198120996356, 1, 19.8726671000004, 514, 507314,                                             507314, 14.44550895690918, 209.8199462890625
850, 1865.6194375753403, 1, 16.587620678998064, 435, 507749,                                             507749, 14.828256607055664, 209.6675262451172
851, -4747.2157661914825, 3, 26.458723915999144, 701, 508450,                                             508450, 15.284996032714844, 210.11827087402344
852, 1671.3832927644253, 1, 19.612371790997713, 515, 508965,                                             508965, 14.868271827697754, 209.53953552246094
853, 1847.6834366321564, 1, 16.389423782999074, 434, 509399,                                             509399, 15.045677185058594, 209.8842315673828
854, -2220.0745628774166, 1, 38.97081026199885, 1022, 510421,                                             510421, 15.468550682067871, 209.78944396972656
855, -505.0922497808933, 1, 22.483206774999417, 594, 511015,                                             511015, 14.917201042175293, 209.19517517089844
856, -1160.4765467345715, 1, 20.49311043399939, 541, 511556,                                             511556, 14.861905097961426, 210.06674194335938
857, -2625.920213699341, 2, 2.5061831579987484, 57, 511613,                                             511613, 14.900513648986816, 211.6748504638672
858, 1185.584728807211, 1, 17.997081390996755, 470, 512083,                                             512083, 14.706830978393555, 209.1805419921875
859, -3721.8877543210983, 2, 16.199441753997235, 424, 512507,                                             512507, 15.84207820892334, 209.13536071777344
860, 1452.5990530401468, 1, 11.00778389900006, 286, 512793,                                             512793, 15.143542289733887, 209.1545867919922
861, 1533.1346477270126, 1, 17.236415116996795, 451, 513244,                                             513244, 14.72227668762207, 210.92857360839844
862, 1636.0790268182755, 1, 14.782230311000603, 390, 513634,                                             513634, 14.55937671661377, 211.86012268066406
863, 1592.815750360489, 1, 19.669473242000095, 517, 514151,                                             514151, 15.196702003479004, 211.69969177246094
864, -2646.353805065155, 2, 2.708890773003077, 66, 514217,                                             514217, 15.213848114013672, 210.9772491455078
865, 1108.0582765340805, 1, 12.83138543899986, 335, 514552,                                             514552, 14.433855056762695, 210.1920928955078
866, -3960.126428961754, 2, 10.608722758002841, 282, 514834,                                             514834, 14.445573806762695, 210.31646728515625
867, -3112.1635795235634, 3, 11.636380292999092, 304, 515138,                                             515138, 14.40282917022705, 211.0168914794922
868, 1521.6456594467163, 1, 18.80083358799675, 497, 515635,                                             515635, 15.154783248901367, 208.39283752441406
869, -2045.2133236527443, 1, 32.502404703998764, 862, 516497,                                             516497, 14.76566219329834, 209.83168029785156
870, -1670.0839296877384, 1, 34.07541809799659, 892, 517389,                                             517389, 15.039839744567871, 210.64984130859375
871, 392.2831188738346, 1, 28.712213019000046, 761, 518150,                                             518150, 15.13002872467041, 209.2840576171875
872, 230.6795518398285, 1, 32.076164307, 840, 518990,                                             518990, 15.538607597351074, 210.0796661376953
873, -3647.427606701851, 1, 42.60307180200107, 1125, 520115,                                             520115, 14.711409568786621, 208.83779907226562
874, -5450.762509942055, 3, 24.86459302500225, 652, 520767,                                             520767, 15.011282920837402, 210.30648803710938
875, 1171.6983901560307, 1, 19.80237032399964, 515, 521282,                                             521282, 14.792325019836426, 207.490966796875
876, 1392.1181779801846, 1, 24.48687012600203, 642, 521924,                                             521924, 14.838655471801758, 209.08511352539062
877, -6856.7675178050995, 2, 31.855316692999622, 825, 522749,                                             522749, 14.820880889892578, 209.47552490234375
878, 1963.0876380205154, 1, 8.349861077000241, 214, 522963,                                             522963, 15.044989585876465, 211.01666259765625
879, 2035.1056812107563, 1, 12.76592833399991, 330, 523293,                                             523293, 15.298377990722656, 210.97760009765625
880, 1801.2414347827435, 1, 20.6703192749992, 538, 523831,                                             523831, 15.27605152130127, 209.2080078125
881, 1199.5761192440987, 1, 21.969610723997903, 571, 524402,                                             524402, 14.822535514831543, 210.16099548339844
882, -3248.1024965941906, 1, 49.78930859700267, 1315, 525717,                                             525717, 14.658604621887207, 207.64398193359375
883, -2997.410744279623, 1, 37.28736043800018, 979, 526696,                                             526696, 14.917096138000488, 207.75318908691406
884, -4980.459528952837, 2, 24.676473370000167, 644, 527340,                                             527340, 14.798933029174805, 208.1642303466797
885, 2249.380030721426, 1, 9.735673139999562, 253, 527593,                                             527593, 15.202963829040527, 203.81654357910156
886, -456.27805195748806, 1, 28.902270366001176, 759, 528352,                                             528352, 14.631205558776855, 207.3618927001953
887, -123.13155457377434, 1, 33.27531203200124, 869, 529221,                                             529221, 14.667278289794922, 208.94552612304688
888, 958.3127289414406, 1, 30.06850115799898, 787, 530008,                                             530008, 15.071538925170898, 207.8358917236328
889, -3250.6280113458633, 2, 6.983354046999011, 183, 530191,                                             530191, 15.382891654968262, 207.06094360351562
890, -3483.2225511670113, 3, 14.556915106000815, 375, 530566,                                             530566, 14.959833145141602, 206.9448699951172
891, 1252.2511435747147, 1, 19.826701979000063, 513, 531079,                                             531079, 15.542309761047363, 206.36839294433594
892, -3708.2587905675173, 1, 51.834600242000306, 1368, 532447,                                             532447, 14.907904624938965, 206.95687866210938
893, 46.861782506108284, 1, 22.47061578099965, 591, 533038,                                             533038, 14.835901260375977, 208.77511596679688
894, -2512.8034448623657, 3, 2.1676238699983514, 45, 533083,                                             533083, 12.73788833618164, 208.86326599121094
895, 2103.754670202732, 1, 8.541425944000366, 219, 533302,                                             533302, 15.43068790435791, 207.38119506835938
896, 1738.857065051794, 1, 20.24033168799724, 533, 533835,                                             533835, 15.264403343200684, 207.83612060546875
897, -3446.993420958519, 3, 8.362865160001093, 214, 534049,                                             534049, 15.682395935058594, 208.9019775390625
898, 2128.8206081092358, 1, 12.200546254000074, 317, 534366,                                             534366, 14.720637321472168, 208.9053192138672
899, -3699.126427948475, 1, 45.939860450002016, 1195, 535561,                                             535561, 15.130524635314941, 207.9467315673828
900, -3122.8175439834595, 2, 2.968700184002955, 75, 535636,                                             535636, 14.992353439331055, 205.89913940429688
901, -3914.7184982299805, 2, 10.791754133002541, 274, 535910,                                             535910, 15.210527420043945, 207.3968505859375
902, 1792.951511591673, 1, 14.420108155001799, 378, 536288,                                             536288, 14.28427505493164, 208.1492462158203
903, -4641.803697347641, 2, 10.75045760100329, 275, 536563,                                             536563, 13.872051239013672, 207.05235290527344
904, -3394.4553096294403, 2, 14.247668465999595, 374, 536937,                                             536937, 14.947113990783691, 208.82681274414062
905, -1259.9148516654968, 1, 29.127004082001804, 751, 537688,                                             537688, 14.866214752197266, 208.7054901123047
906, -5401.927174329758, 2, 13.979975236001337, 363, 538051,                                             538051, 14.907875061035156, 207.88461303710938
907, 1598.6030297875404, 1, 13.222877614996833, 346, 538397,                                             538397, 15.244805335998535, 209.106689453125
908, -1026.5526264160872, 1, 39.67886324899882, 1045, 539442,                                             539442, 14.893593788146973, 207.7669219970703
909, -5267.881640851498, 2, 23.0975159380032, 600, 540042,                                             540042, 15.653196334838867, 208.20742797851562
910, 1178.3498912155628, 1, 18.77322361699771, 487, 540529,                                             540529, 14.700002670288086, 209.2705535888672
911, -4261.874910831451, 3, 14.251310165000177, 375, 540904,                                             540904, 14.84904956817627, 207.64634704589844
912, 2371.8589338064194, 1, 4.921456468000542, 121, 541025,                                             541025, 14.50380802154541, 205.71255493164062
913, 1580.4740546047688, 1, 22.492268070996943, 585, 541610,                                             541610, 15.47230052947998, 207.1331329345703
914, -2981.6534202694893, 2, 10.961504400002013, 282, 541892,                                             541892, 15.583693504333496, 209.15892028808594
915, -3473.6779214143753, 2, 12.602398972001538, 325, 542217,                                             542217, 15.270650863647461, 207.97483825683594
916, -2973.246534883976, 2, 11.614566627999011, 299, 542516,                                             542516, 15.56423282623291, 205.4578094482422
917, -488.21043932437897, 1, 38.75339460599935, 1005, 543521,                                             543521, 14.961894035339355, 207.62098693847656
918, -4486.908858805895, 3, 31.13517551699988, 815, 544336,                                             544336, 15.068270683288574, 207.33639526367188
919, 1841.9986274838448, 1, 12.353587326000707, 314, 544650,                                             544650, 15.444303512573242, 204.82119750976562
920, -4877.487685978413, 3, 20.877582166998764, 541, 545191,                                             545191, 15.23320198059082, 207.4034423828125
921, 1999.8350421786308, 1, 12.901088092999998, 336, 545527,                                             545527, 15.294425964355469, 208.41690063476562
922, 875.291639238596, 1, 22.815731324997614, 587, 546114,                                             546114, 14.666833877563477, 206.06874084472656
923, 2048.1544760763645, 1, 11.808288926997193, 305, 546419,                                             546419, 15.199729919433594, 206.9031524658203
924, 1690.4573028683662, 1, 20.403527061000204, 532, 546951,                                             546951, 14.956616401672363, 205.86158752441406
925, -1890.6663214564323, 1, 31.120446164000896, 812, 547763,                                             547763, 14.634153366088867, 205.4139862060547
926, -5911.2268253564835, 2, 36.703588927000965, 957, 548720,                                             548720, 15.016922950744629, 206.0936737060547
927, 2388.942373767495, 1, 5.179426337999757, 134, 548854,                                             548854, 14.977243423461914, 204.1731719970703
928, 1661.6618708968163, 1, 21.61004852699989, 562, 549416,                                             549416, 15.380122184753418, 205.64822387695312
929, 1309.344952300191, 1, 16.03672582499712, 413, 549829,                                             549829, 15.58427906036377, 206.1177978515625
930, 950.3354999423027, 1, 15.792120360998524, 404, 550233,                                             550233, 15.396353721618652, 204.62425231933594
931, 1734.573328435421, 1, 14.650477515999228, 379, 550612,                                             550612, 14.65700912475586, 206.2150421142578
932, 646.0635198652744, 1, 21.618944202997227, 558, 551170,                                             551170, 15.284424781799316, 204.63037109375
933, -3662.8634732961655, 2, 6.373560707001161, 162, 551332,                                             551332, 14.510233879089355, 204.4375762939453
934, -8624.767735779285, 2, 39.35922543500055, 1019, 552351,                                             552351, 15.010781288146973, 205.47962951660156
935, 2251.5577077269554, 1, 9.617051952998736, 251, 552602,                                             552602, 14.179054260253906, 206.25274658203125
936, 1503.885629951954, 1, 11.233768874997622, 289, 552891,                                             552891, 15.455414772033691, 206.50537109375
937, -3726.4428802132607, 2, 21.46690167900306, 553, 553444,                                             553444, 15.173075675964355, 206.00616455078125
938, -3022.052325427532, 3, 12.144969569999375, 314, 553758,                                             553758, 14.187162399291992, 204.13272094726562
939, 2095.5545831024647, 1, 12.227870151000388, 313, 554071,                                             554071, 15.553526878356934, 206.97555541992188
940, -4067.418929874897, 3, 24.417720622997876, 630, 554701,                                             554701, 15.583545684814453, 205.6266326904297
941, -3442.9966819286346, 2, 9.61456188199736, 248, 554949,                                             554949, 15.623302459716797, 207.46961975097656
942, -5556.42433655262, 3, 28.33315241800301, 734, 555683,                                             555683, 15.10002326965332, 206.076171875
943, -1450.3365235626698, 1, 28.443839724997815, 736, 556419,                                             556419, 15.117177963256836, 206.8681640625
944, -7576.354137182236, 2, 50.01211655899897, 1306, 557725,                                             557725, 15.008357048034668, 207.1623992919922
945, 2068.564105838537, 1, 12.157290802999341, 314, 558039,                                             558039, 16.455841064453125, 206.17141723632812
946, -5105.892790943384, 1, 40.770547316999, 1058, 559097,                                             559097, 15.414334297180176, 207.2869873046875
947, -518.2894470989704, 1, 24.898202076001326, 644, 559741,                                             559741, 14.786395072937012, 207.1655731201172
948, -2632.7172524929047, 3, 8.150694648000353, 206, 559947,                                             559947, 14.699307441711426, 209.278076171875
949, 356.2656028866768, 1, 13.6184172760004, 354, 560301,                                             560301, 15.481266975402832, 207.23092651367188
950, -9375.244745612144, 2, 38.15423244499834, 990, 561291,                                             561291, 15.580545425415039, 208.82237243652344
951, -3346.437782049179, 2, 10.321863149001729, 265, 561556,                                             561556, 15.048227310180664, 207.7497100830078
952, 2183.6628079414368, 1, 12.168574691000686, 309, 561865,                                             561865, 14.600399017333984, 206.45726013183594
953, -4336.265088677406, 3, 10.59635253700253, 272, 562137,                                             562137, 15.22181224822998, 207.34890747070312
954, 2085.089097648859, 1, 11.819360998000775, 304, 562441,                                             562441, 14.695755958557129, 206.997802734375
955, 1939.0648854076862, 1, 13.156883662999462, 330, 562771,                                             562771, 14.924334526062012, 207.3153839111328
956, 945.7069637179375, 1, 14.639070061999519, 370, 563141,                                             563141, 14.963616371154785, 206.41737365722656
957, 1771.8765059560537, 1, 24.25477296900135, 622, 563763,                                             563763, 15.368451118469238, 205.70164489746094
958, -3701.187422513962, 2, 8.741519047998736, 217, 563980,                                             563980, 15.734780311584473, 208.7101593017578
959, -2899.75528383255, 2, 10.416704679999384, 260, 564240,                                             564240, 15.504263877868652, 206.2251739501953
960, 1597.194905936718, 1, 12.55876053099928, 313, 564553,                                             564553, 15.357333183288574, 206.8195343017578
961, 2050.3357070684433, 1, 12.14582001600138, 308, 564861,                                             564861, 14.872343063354492, 207.90126037597656
962, 1484.9757147580385, 1, 27.038168096001755, 684, 565545,                                             565545, 14.911722183227539, 204.848388671875
963, -495.67023727297783, 1, 30.086845196001377, 759, 566304,                                             566304, 14.839438438415527, 206.4964599609375
964, -18301.709870934486, 4, 61.70977007200054, 1564, 567868,                                             567868, 15.049066543579102, 206.68829345703125
965, -2935.1414098143578, 1, 35.35497122900051, 899, 568767,                                             568767, 15.155752182006836, 206.8538360595703
966, 1453.8618083894253, 1, 12.152656619997288, 307, 569074,                                             569074, 15.118785858154297, 206.0290985107422
967, -1502.2043375968933, 1, 29.907532601999264, 765, 569839,                                             569839, 15.006582260131836, 208.0419464111328
968, -5577.179260194302, 1, 52.37107620399911, 1334, 571173,                                             571173, 14.762293815612793, 207.31884765625
969, 1919.2328439056873, 1, 13.981514651997713, 349, 571522,                                             571522, 15.789778709411621, 206.71170043945312
970, 1609.1547262966633, 1, 25.709115719000692, 659, 572181,                                             572181, 14.907052993774414, 206.26602172851562
971, 1962.1795545220375, 1, 14.525139355999272, 368, 572549,                                             572549, 14.884735107421875, 206.54368591308594
972, -838.1634196043015, 1, 26.86237823999909, 677, 573226,                                             573226, 14.264049530029297, 206.6757049560547
973, 839.3693802952766, 1, 18.462646101001155, 471, 573697,                                             573697, 15.525972366333008, 207.47959899902344
974, 2096.3531363904476, 1, 13.370163602001412, 336, 574033,                                             574033, 14.557550430297852, 205.7140350341797
975, -2227.3803072869778, 1, 37.369886510998185, 954, 574987,                                             574987, 15.15499496459961, 205.78799438476562
976, -5003.235674738884, 3, 19.60168647899991, 497, 575484,                                             575484, 14.834965705871582, 206.15362548828125
977, -3558.1540801525116, 2, 13.989110833997984, 355, 575839,                                             575839, 16.176671981811523, 207.4405975341797
978, 1886.810782968998, 1, 11.363341405001847, 291, 576130,                                             576130, 15.20866584777832, 205.18357849121094
979, -3916.6892440617085, 1, 42.585054286999366, 1092, 577222,                                             577222, 15.36082935333252, 207.6186981201172
980, -5100.677321076393, 2, 25.03941514899998, 638, 577860,                                             577860, 14.009690284729004, 206.94200134277344
981, -2745.143351495266, 3, 11.004885176000244, 278, 578138,                                             578138, 15.34116268157959, 206.8840789794922
982, 615.7141285538673, 1, 19.589339715999813, 496, 578634,                                             578634, 15.006644248962402, 208.89649963378906
983, -1665.5910227000713, 1, 37.95581137600311, 959, 579593,                                             579593, 15.006193161010742, 209.31546020507812
984, -1165.148160725832, 1, 35.28647729900331, 897, 580490,                                             580490, 15.086220741271973, 209.1123504638672
985, -3030.6691315174103, 2, 3.7181995589999133, 84, 580574,                                             580574, 15.270670890808105, 207.94198608398438
986, -3259.4806971251965, 1, 32.157225017999735, 819, 581393,                                             581393, 15.254877090454102, 209.4002227783203
987, -2737.4518206119537, 2, 4.946050051999919, 118, 581511,                                             581511, 15.136377334594727, 210.0712432861328
988, 2138.7620824575424, 1, 6.765792535999935, 169, 581680,                                             581680, 15.428253173828125, 210.7538604736328
989, -7981.599345743656, 1, 50.59564698900067, 1281, 582961,                                             582961, 14.900184631347656, 208.75149536132812
990, -1131.9339776933193, 1, 34.56670912399932, 888, 583849,                                             583849, 15.285237312316895, 208.75784301757812
991, -1808.7462166249752, 1, 32.01089424100064, 811, 584660,                                             584660, 14.892111778259277, 209.37185668945312
992, -3012.8861849308014, 2, 3.592246926997177, 90, 584750,                                             584750, 16.28687858581543, 210.277099609375
993, 120.74090540409088, 1, 23.50612618300147, 599, 585349,                                             585349, 15.801387786865234, 210.86221313476562
994, 1041.891439050436, 1, 17.18152529999861, 426, 585775,                                             585775, 15.9647855758667, 210.5642547607422
995, 866.6441931724548, 1, 14.184421788999316, 358, 586133,                                             586133, 15.677461624145508, 211.07513427734375
996, -3724.7469316124916, 3, 15.453680861999601, 391, 586524,                                             586524, 15.462035179138184, 210.96395874023438
997, 2238.6990507245064, 1, 10.016058111999882, 255, 586779,                                             586779, 14.728652954101562, 209.2794952392578
998, -7458.295211136341, 4, 61.418777514001704, 1565, 588344,                                             588344, 15.24804973602295, 210.2247772216797
999, 2145.640591740608, 1, 6.996417161000863, 173, 588517,                                             588517, 15.446403503417969, 210.02610778808594
1000, -2596.8270075321198, 2, 3.5895946960008587, 90, 588607,                                             588607, 15.521130561828613, 209.0640411376953
1001, 1551.7360049188137, 1, 16.48044797699913, 409, 589016,                                             589016, 15.549785614013672, 211.8270721435547
1002, -1388.1038855314255, 1, 30.65266243700171, 775, 589791,                                             589791, 14.984943389892578, 210.6011962890625
1003, 1821.3992447704077, 1, 24.07330086699949, 612, 590403,                                             590403, 15.192105293273926, 209.77735900878906
1004, -865.8237524926662, 1, 34.255843343999004, 869, 591272,                                             591272, 14.938549995422363, 211.18849182128906
1005, -812.990605160594, 1, 30.32048475099873, 767, 592039,                                             592039, 15.570578575134277, 210.79171752929688
1006, -4519.82633009553, 1, 47.009709112000564, 1186, 593225,                                             593225, 15.224695205688477, 210.9656524658203
1007, -3964.717768609524, 3, 16.80735454599926, 419, 593644,                                             593644, 15.011228561401367, 210.15676879882812
1008, -4229.345702290535, 3, 15.180580288000783, 385, 594029,                                             594029, 15.08027458190918, 209.29446411132812
1009, -3331.8454260230064, 1, 30.36552322300122, 760, 594789,                                             594789, 15.067665100097656, 211.12356567382812
1010, -2915.137036383152, 2, 11.763955008998892, 291, 595080,                                             595080, 15.191763877868652, 212.05154418945312
1011, 1840.4960733056068, 1, 18.46971636300077, 461, 595541,                                             595541, 15.481637001037598, 210.25921630859375
1012, -2008.5980423390865, 1, 22.827214692999405, 580, 596121,                                             596121, 15.045509338378906, 211.3061065673828
1013, 991.1880999654531, 1, 17.8478117520026, 443, 596564,                                             596564, 15.727404594421387, 211.06785583496094
1014, 320.61111626029015, 1, 29.66154649499731, 749, 597313,                                             597313, 15.773368835449219, 210.84646606445312
1015, 630.1099337339401, 1, 31.547072225999727, 805, 598118,                                             598118, 15.094537734985352, 210.34063720703125
1016, -209.9214649796486, 1, 28.714526362997276, 728, 598846,                                             598846, 15.34975528717041, 211.16664123535156
1017, -5978.530408740044, 2, 26.84499041899835, 666, 599512,                                             599512, 15.315759658813477, 210.18658447265625
1018, 838.6085450947285, 1, 26.49695933199837, 677, 600189,                                             600189, 15.193702697753906, 209.57568359375
1019, -3932.793527662754, 3, 13.556074660999002, 339, 600528,                                             600528, 15.651711463928223, 210.3296661376953
1020, 2355.9944921135902, 1, 5.391114506001031, 128, 600656,                                             600656, 14.16353988647461, 207.86593627929688
1021, 1232.355800062418, 1, 24.492635167000117, 615, 601271,                                             601271, 15.448882102966309, 211.0662384033203
1022, 917.7932551801205, 1, 28.24252387999877, 709, 601980,                                             601980, 15.614391326904297, 210.0828399658203
1023, -4744.045268833637, 3, 22.68749302499782, 567, 602547,                                             602547, 14.606951713562012, 209.4280242919922
1024, 2280.261198192835, 1, 9.63800931699734, 240, 602787,                                             602787, 15.724428176879883, 208.36102294921875
1025, 267.6479671597481, 1, 19.620365102000505, 491, 603278,                                             603278, 15.234173774719238, 210.77113342285156
1026, 1594.158227354288, 1, 11.834735737000301, 293, 603571,                                             603571, 15.994397163391113, 211.04522705078125
1027, -2454.058508783579, 1, 36.15421498200158, 910, 604481,                                             604481, 15.2918062210083, 209.81787109375
1028, 600.4638041853905, 1, 32.472356281999964, 815, 605296,                                             605296, 15.808701515197754, 212.25625610351562
1029, -2034.4973116517067, 1, 33.593129589000455, 839, 606135,                                             606135, 14.86058521270752, 210.7637939453125
1030, -3001.6598603725433, 2, 3.912006720998761, 95, 606230,                                             606230, 15.928260803222656, 209.6208953857422
1031, 1160.1612379550934, 1, 19.633218516999477, 484, 606714,                                             606714, 15.314295768737793, 210.6260223388672
1032, 649.7866208553314, 1, 27.87290913099787, 704, 607418,                                             607418, 15.516282081604004, 210.3861846923828
1033, 2002.881402283907, 1, 13.266542650999327, 332, 607750,                                             607750, 16.008684158325195, 213.2098388671875
1034, -1071.9909090399742, 1, 30.63644067000132, 760, 608510,                                             608510, 15.4059476852417, 210.08450317382812
1035, 1143.4834741652012, 1, 21.281922108002618, 529, 609039,                                             609039, 15.152779579162598, 210.03924560546875
1036, -2591.536742091179, 3, 3.5854043799990905, 86, 609125,                                             609125, 14.91873550415039, 210.03958129882812
1037, -1488.1708701252937, 1, 41.72214943799918, 1050, 610175,                                             610175, 15.18912124633789, 211.47499084472656
1038, -123.47871753573418, 1, 42.0003759809988, 1041, 611216,                                             611216, 15.577961921691895, 210.52297973632812
1039, -3177.5734525620937, 1, 54.99958909199995, 1393, 612609,                                             612609, 15.101511001586914, 209.33767700195312
1040, -5153.667637825012, 1, 31.26570632199946, 787, 613396,                                             613396, 15.364507675170898, 209.1013946533203
1041, -3107.264482021332, 2, 9.563907499999914, 237, 613633,                                             613633, 15.401877403259277, 210.5604248046875
1042, 1670.5870611667633, 1, 17.397267375999945, 433, 614066,                                             614066, 15.843177795410156, 210.89170837402344
1043, -293.3169465959072, 1, 31.15420326399908, 785, 614851,                                             614851, 15.46996784210205, 209.66567993164062
1044, -8247.33499854803, 2, 44.74205646300106, 1130, 615981,                                             615981, 15.619338989257812, 209.04312133789062
1045, 2215.556699424982, 1, 10.628613502998633, 260, 616241,                                             616241, 15.63192081451416, 211.15997314453125
1046, -9028.200493246317, 1, 60.85350053699949, 1519, 617760,                                             617760, 14.900771141052246, 209.86204528808594
1047, -9587.260613322258, 2, 27.048192709000432, 676, 618436,                                             618436, 15.53917121887207, 210.69760131835938
1048, 2051.10848146677, 1, 13.373618661000364, 331, 618767,                                             618767, 15.6170654296875, 211.11355590820312
1049, -5143.201748371124, 3, 20.636561636998522, 518, 619285,                                             619285, 15.033356666564941, 210.4401092529297
1050, 1376.1780861318111, 1, 24.284270675001608, 608, 619893,                                             619893, 15.243223190307617, 209.9446258544922
1051, -1708.9496633708477, 1, 35.028039315999195, 884, 620777,                                             620777, 15.56070327758789, 212.14634704589844
1052, -4224.523830473423, 3, 24.707238923998375, 629, 621406,                                             621406, 14.860136985778809, 210.45669555664062
1053, -6230.442686736584, 2, 24.646190698000282, 611, 622017,                                             622017, 14.694184303283691, 209.7493896484375
1054, 2362.6681728363037, 1, 4.97303096700125, 127, 622144,                                             622144, 15.694276809692383, 210.0075225830078
1055, 2009.9733078479767, 1, 13.176877644000342, 327, 622471,                                             622471, 15.11471176147461, 212.04986572265625
1056, -1211.4425207078457, 1, 43.41664527800094, 1082, 623553,                                             623553, 15.200860023498535, 209.79342651367188
1057, -3267.111726641655, 2, 12.434686214000976, 315, 623868,                                             623868, 15.017370223999023, 210.85528564453125
1058, 403.26961374282837, 1, 30.07322920000297, 748, 624616,                                             624616, 15.276189804077148, 210.84011840820312
1059, -5259.845307588577, 2, 28.0817017570007, 701, 625317,                                             625317, 15.429228782653809, 209.6807403564453
1060, 998.7017003595829, 1, 26.50932690300033, 655, 625972,                                             625972, 15.169520378112793, 210.96124267578125
1061, 1756.6047359704971, 1, 15.154626323001139, 379, 626351,                                             626351, 14.885970115661621, 210.15528869628906
1062, -511.0648982524872, 1, 32.74233830199955, 821, 627172,                                             627172, 14.75830364227295, 211.4796905517578
1063, 393.4067056775093, 1, 32.8707599570007, 821, 627993,                                             627993, 15.005830764770508, 211.69876098632812
1064, -6428.38782119751, 4, 60.93148575899977, 1516, 629509,                                             629509, 15.598593711853027, 211.16921997070312
1065, 483.5629597902298, 1, 31.51983870999902, 790, 630299,                                             630299, 15.320366859436035, 211.26251220703125
1066, 1126.122949898243, 1, 28.305450252999435, 700, 630999,                                             630999, 14.984223365783691, 210.12380981445312
1067, 1657.9402043819427, 1, 18.052498310000374, 446, 631445,                                             631445, 15.444803237915039, 211.3223114013672
1068, -3207.8024495840073, 2, 8.388597503999335, 206, 631651,                                             631651, 15.306249618530273, 211.11170959472656
1069, 1495.3041846454144, 1, 22.4173336390013, 554, 632205,                                             632205, 15.763809204101562, 210.45025634765625
1070, 472.9885677099228, 1, 29.9000241069989, 740, 632945,                                             632945, 15.364725112915039, 211.03579711914062
1071, -161.18395812809467, 1, 26.486604505000287, 661, 633606,                                             633606, 15.191941261291504, 211.1310577392578
1072, 1420.3921841681004, 1, 23.04228556200178, 572, 634178,                                             634178, 15.346061706542969, 211.60986328125
1073, -3697.320873975754, 3, 9.805666119998932, 248, 634426,                                             634426, 16.15196418762207, 211.75564575195312
1074, 108.36410480737686, 1, 28.866376737998507, 723, 635149,                                             635149, 15.396153450012207, 211.6405792236328
1075, 1733.4744662344456, 1, 23.470274829000118, 587, 635736,                                             635736, 15.503005981445312, 211.02285766601562
1076, -6034.366829931736, 2, 33.8875345460001, 844, 636580,                                             636580, 15.398344993591309, 211.41787719726562
1077, 1890.7117066979408, 1, 13.371542331002274, 330, 636910,                                             636910, 15.339226722717285, 210.19798278808594
1078, 1842.260548621416, 1, 15.268744099998003, 372, 637282,                                             637282, 14.976056098937988, 208.34201049804688
1079, 2102.622950166464, 1, 12.951285229999485, 315, 637597,                                             637597, 15.468239784240723, 209.68150329589844
1080, -3369.176738023758, 3, 6.215895485001965, 152, 637749,                                             637749, 15.733996391296387, 212.6180419921875
1081, 2139.3351226449013, 1, 7.907938817003014, 191, 637940,                                             637940, 15.4857759475708, 209.53517150878906
1082, 1691.6077266335487, 1, 21.28692465500353, 531, 638471,                                             638471, 15.626307487487793, 210.006591796875
1083, 419.89255575835705, 1, 23.817777075000777, 590, 639061,                                             639061, 15.499518394470215, 210.29200744628906
1084, -3203.52728921175, 2, 8.389357396001287, 203, 639264,                                             639264, 14.596731185913086, 206.44656372070312
1085, 2201.831013262272, 1, 10.420517604001361, 256, 639520,                                             639520, 15.830764770507812, 209.45706176757812
1086, 263.3810548186302, 1, 28.247245374001068, 684, 640204,                                             640204, 15.157319068908691, 210.06021118164062
1087, -6368.088462710381, 2, 39.97022037199713, 983, 641187,                                             641187, 15.155553817749023, 208.47372436523438
1088, -2860.7813826799393, 3, 11.631840016998467, 287, 641474,                                             641474, 15.513134002685547, 209.2156219482422
1089, 303.2959297299385, 1, 28.664860854001745, 709, 642183,                                             642183, 15.31553840637207, 207.6198272705078
1090, -1747.3128130286932, 1, 35.9829226169968, 894, 643077,                                             643077, 15.351651191711426, 208.03103637695312
1091, 1978.5017408132553, 1, 13.524533012001484, 327, 643404,                                             643404, 15.43254566192627, 208.29759216308594
